gyro_0, gyro_1, gyro_2, accel_0, accel_1, accel_2, mag_0, mag_1, mag_2
2.27,-8.32,-34.64,-1.85,-1.25,31.32,53.17,-10.33,1.83
5.27,-8.32,-128.64,0.11,-1.14,30.58,53.17,-9.83,1.67
3.27,-8.32,-63.64,0.55,-0.60,31.08,53.00,-11.00,1.83
0.27,-7.32,14.36,0.00,-1.14,30.95,52.67,-11.00,1.83
0.27,-13.32,-1.64,1.42,-1.47,31.57,52.50,-11.50,1.83
-2.73,-6.32,61.36,0.87,-1.03,31.20,53.17,-11.83,1.83
-5.73,-12.32,129.36,-0.22,-1.36,31.08,52.67,-12.00,1.67
-2.73,-10.32,126.36,-0.22,-0.93,30.95,52.50,-12.83,2.00
-2.73,-8.32,40.36,-0.22,0.38,31.32,53.00,-12.67,2.17
-1.73,-7.32,-47.64,2.29,0.16,30.83,52.50,-12.83,2.00
0.27,-17.32,43.36,1.85,-0.16,31.70,52.50,-13.00,2.17
1.27,-10.32,-20.64,2.29,-0.60,31.20,51.83,-12.83,2.00
-0.73,-14.32,51.36,0.76,-0.49,31.57,52.50,-13.33,2.50
-1.73,-13.32,68.36,2.84,-0.71,30.83,52.83,-13.67,2.33
-1.73,-12.32,91.36,0.22,-0.82,30.83,52.67,-12.67,2.67
0.27,-11.32,75.36,-0.22,-1.03,31.20,52.83,-13.67,2.33
0.27,-6.32,33.36,0.33,-0.71,31.08,52.83,-13.33,2.00
0.27,-7.32,29.36,0.44,-0.38,31.20,52.17,-13.17,2.17
-1.73,-11.32,130.36,0.44,-0.05,31.57,52.67,-13.33,2.33
-0.73,-11.32,147.36,-0.11,-0.60,31.32,52.50,-12.83,2.33
0.27,-9.32,17.36,0.22,-0.60,31.45,52.33,-12.67,2.00
0.27,-10.32,16.36,0.11,-0.93,31.08,52.50,-12.50,2.00
1.27,-9.32,15.36,0.22,-0.38,30.95,52.50,-13.00,2.33
0.27,-10.32,15.36,0.22,-0.49,31.70,52.50,-13.00,2.17
-1.73,-13.32,172.36,1.20,0.38,31.32,52.50,-12.83,2.17
-4.73,-16.32,379.36,-0.33,-2.01,31.57,52.83,-12.67,2.00
4.27,-10.32,-358.64,-2.07,-6.70,31.70,52.33,-12.83,2.50
6.27,-15.32,-325.64,1.20,5.83,31.82,52.33,-13.17,2.33
6.27,-120.32,-75.64,-1.64,-1.69,32.56,52.50,-13.17,2.33
-17.73,-492.32,-309.64,-1.75,-2.67,32.81,53.33,-13.00,3.17
-2.73,-538.32,-243.64,1.09,-2.12,32.07,53.00,-13.67,4.33
6.27,-611.32,117.36,2.07,0.49,30.21,53.67,-13.67,6.50
23.27,-465.32,383.36,3.82,1.03,31.08,54.33,-13.50,8.17
18.27,-449.32,286.36,3.60,-1.36,30.33,54.00,-13.00,8.50
-5.73,-370.32,-62.64,4.91,-1.91,31.82,54.33,-13.17,9.50
-9.73,-587.32,-76.64,3.93,-0.16,31.20,54.67,-13.50,11.50
15.27,-602.32,196.36,3.38,0.71,31.94,54.50,-13.33,12.33
34.27,-640.32,247.36,3.38,-1.58,30.46,55.00,-13.50,13.83
-9.73,-798.32,-47.64,5.13,-2.45,31.82,55.83,-13.50,16.33
-41.73,-1124.32,-174.64,5.67,-0.82,31.57,55.50,-13.50,18.50
-0.73,-1273.32,-3.64,9.71,-0.49,28.35,56.00,-13.67,21.50
114.27,-677.32,414.36,9.16,-0.27,27.11,55.17,-13.33,23.50
126.27,-183.32,427.36,9.16,-1.25,28.97,55.83,-13.00,24.33
125.27,-577.32,432.36,10.47,-2.23,28.60,56.00,-13.00,25.17
-69.73,-272.32,-180.64,10.69,0.49,27.98,56.00,-13.00,26.17
-54.73,2.68,-124.64,11.78,1.03,28.23,55.33,-13.33,26.17
30.27,103.68,120.36,11.45,0.38,28.85,54.83,-13.17,26.50
27.27,-52.32,92.36,9.60,-1.69,29.59,56.00,-13.17,25.83
-178.73,-130.32,-554.64,9.38,-0.16,31.70,55.50,-13.17,26.17
-91.73,-278.32,-231.64,11.35,0.27,27.24,55.83,-13.50,27.00
-60.73,-113.32,-138.64,10.04,0.60,29.22,55.17,-13.83,27.50
51.27,-785.32,104.36,9.49,-0.49,31.20,55.33,-13.50,29.33
45.27,-967.32,127.36,14.84,-1.25,27.98,54.50,-13.17,32.83
47.27,-586.32,124.36,15.93,0.05,24.39,54.67,-13.83,33.67
67.27,399.68,154.36,15.71,-0.05,24.27,55.00,-13.83,33.17
85.27,167.68,221.36,10.36,-0.71,31.94,54.67,-13.33,31.83
-68.73,12.68,-159.64,12.87,-0.38,29.71,55.17,-13.67,31.83
-70.73,-40.32,-145.64,12.11,0.27,31.32,54.33,-13.83,32.00
0.27,-918.32,-11.64,13.64,2.78,30.83,55.00,-13.67,34.83
-29.73,-495.32,-34.64,16.25,-1.14,25.01,54.33,-13.50,35.83
74.27,-209.32,213.36,12.65,-0.16,27.86,54.33,-13.67,37.00
101.27,-403.32,227.36,12.55,-0.60,30.09,54.17,-13.50,37.50
-68.73,-679.32,-228.64,15.05,-3.21,27.36,53.33,-13.00,39.67
56.27,-686.32,110.36,15.71,-0.16,27.11,53.33,-13.33,41.67
-34.73,-1201.32,-89.64,16.47,-2.01,27.98,52.67,-13.17,43.83
-192.73,-1675.32,-273.64,17.24,-0.82,24.89,51.33,-13.50,48.33
-415.73,-1360.32,-502.64,20.51,-1.14,21.79,50.83,-13.83,51.33
-199.73,-560.32,-239.64,22.25,-0.82,20.92,50.17,-14.17,53.00
164.27,-272.32,201.36,21.82,-2.23,23.15,49.83,-14.00,53.33
92.27,-784.32,126.36,19.75,2.89,24.39,49.33,-13.33,55.33
-244.73,-1003.32,-242.64,21.49,2.01,23.28,48.33,-13.33,58.00
28.27,-992.32,48.36,22.80,-0.49,20.92,47.17,-13.50,59.50
111.27,-831.32,122.36,23.24,-2.34,20.55,46.50,-13.50,61.33
-28.73,-905.32,-6.64,23.89,-0.82,19.19,44.50,-13.00,63.83
-99.73,-712.32,-61.64,25.09,0.05,18.32,43.83,-13.67,65.00
-66.73,-499.32,-33.64,25.75,0.38,17.09,43.33,-13.50,65.67
-12.73,-300.32,4.36,26.07,-0.38,16.59,42.17,-13.33,67.00
-74.73,-278.32,-31.64,25.09,0.05,19.19,42.17,-13.33,67.50
121.27,-466.32,111.36,25.53,0.93,17.83,42.00,-13.17,67.67
145.27,-447.32,118.36,25.31,0.71,19.07,41.33,-13.17,69.33
-75.73,-708.32,4.36,26.40,0.93,16.71,40.67,-13.50,70.50
130.27,-828.32,140.36,26.18,-0.38,16.59,38.83,-13.00,72.00
83.27,-920.32,61.36,26.84,-0.49,15.60,37.83,-13.17,74.00
101.27,-1077.32,46.36,27.27,-0.38,14.36,35.83,-13.33,75.67
-60.73,-864.32,-25.64,28.15,0.49,14.11,34.33,-12.33,77.67
-102.73,-1041.32,-20.64,28.47,0.16,12.63,32.83,-12.50,79.00
-230.73,-987.32,-63.64,29.35,0.38,10.03,31.17,-12.67,80.33
-0.73,-846.32,16.36,30.22,-0.27,8.91,29.00,-13.17,82.33
43.27,-894.32,33.36,29.89,-0.49,8.91,27.50,-12.50,83.50
-17.73,-860.32,17.36,30.00,-0.16,6.81,25.33,-12.33,85.17
8.27,-845.32,25.36,29.89,0.27,7.06,24.33,-12.33,85.00
111.27,-1075.32,44.36,29.56,0.05,5.32,22.17,-12.17,86.83
125.27,-1264.32,52.36,30.98,-0.05,3.59,19.50,-12.00,88.00
105.27,-1435.32,53.36,29.56,1.03,3.34,16.67,-11.67,89.17
-50.73,-1371.32,45.36,30.55,1.03,2.97,13.50,-11.50,90.83
356.27,-231.32,1.36,32.84,1.03,-1.24,13.33,-11.67,90.67
-66.73,-49.32,14.36,31.42,-1.58,-2.60,14.00,-11.83,90.67
153.27,-5.32,16.36,31.09,-0.27,-0.62,13.17,-11.50,90.50
168.27,-16.32,14.36,31.42,0.16,0.25,13.83,-11.00,90.67
67.27,-10.32,16.36,31.42,0.05,-0.99,13.50,-11.17,91.00
0.27,5.68,14.36,31.42,0.05,0.37,13.50,-11.17,90.67
1.27,2.68,16.36,31.09,-0.05,-0.37,13.67,-11.50,90.67
-42.73,1.68,16.36,31.09,0.49,0.00,13.67,-11.17,90.67
-153.73,-9.32,16.36,31.53,0.16,0.25,13.67,-11.17,90.00
-38.73,-8.32,17.36,31.09,-0.49,0.37,13.83,-11.33,90.33
-5.73,-20.32,14.36,31.20,0.16,0.37,13.67,-11.17,90.67
-0.73,-14.32,16.36,31.09,0.16,0.50,13.67,-11.67,90.50
-0.73,-26.32,17.36,31.42,0.49,0.25,13.33,-11.33,90.67
-0.73,-30.32,15.36,30.98,-0.38,0.12,13.83,-10.67,90.67
0.27,0.68,15.36,31.31,0.27,0.25,13.67,-11.83,90.67
0.27,22.68,16.36,31.31,0.27,-0.12,13.83,-11.00,90.83
-1.73,76.68,19.36,31.75,0.49,-0.50,13.50,-11.00,90.50
-1.73,137.68,22.36,31.31,-0.16,0.00,14.50,-11.67,90.17
-86.73,123.68,14.36,31.09,1.03,-0.25,14.67,-11.50,90.17
-284.73,234.68,14.36,31.53,-0.82,0.99,14.50,-11.50,90.00
45.27,300.68,15.36,31.20,-0.60,1.11,16.33,-11.33,89.83
329.27,99.68,29.36,30.65,-0.05,2.72,16.00,-11.67,90.00
222.27,-4.32,14.36,31.75,2.45,1.24,15.67,-11.00,90.00
-194.73,179.68,8.36,32.18,0.27,-0.25,16.17,-11.67,89.83
3.27,485.68,-16.64,31.31,-1.47,0.74,17.50,-11.67,89.33
2.27,492.68,3.36,31.09,0.38,2.72,19.17,-11.83,88.67
-14.73,487.68,3.36,31.20,0.71,2.48,19.33,-11.83,88.17
-298.73,553.68,-36.64,31.20,-0.05,3.84,20.50,-11.67,87.50
-328.73,596.68,-37.64,30.98,0.16,3.84,21.50,-12.33,87.17
77.27,1032.68,20.36,32.40,-0.49,1.49,24.17,-12.50,86.33
246.27,1544.68,59.36,30.87,0.60,5.57,26.33,-12.17,84.33
-46.73,1556.68,-9.64,29.02,1.03,9.53,30.33,-12.00,82.00
-401.73,1366.68,-70.64,28.47,0.38,11.27,32.33,-12.00,80.33
-6.73,1047.68,-6.64,28.36,-1.36,12.63,34.00,-12.33,79.17
34.27,908.68,39.36,28.25,0.38,12.63,35.67,-13.00,76.83
228.27,1046.68,127.36,27.82,0.38,14.36,37.17,-12.50,75.00
302.27,1025.68,177.36,28.04,0.71,13.74,38.83,-12.50,73.33
444.27,1173.68,278.36,28.04,1.58,14.11,40.83,-11.67,70.50
534.27,1288.68,383.36,26.29,-0.05,16.59,42.67,-11.67,68.50
434.27,1236.68,335.36,24.33,-1.58,18.82,44.67,-11.33,65.83
218.27,1463.68,184.36,24.55,-1.58,17.33,46.00,-11.50,62.50
12.27,1588.68,20.36,22.58,-0.49,21.05,48.00,-10.83,60.17
-91.73,1685.68,-82.64,21.38,0.71,22.04,49.83,-11.17,54.83
201.27,1877.68,284.36,19.96,0.60,21.91,51.67,-11.00,49.17
260.27,2119.68,396.36,18.87,-0.05,23.28,52.50,-11.17,46.83
178.27,2610.68,334.36,15.38,-1.36,24.51,55.33,-10.67,36.67
-5.73,2836.68,7.36,9.93,-0.93,29.84,55.83,-9.83,30.67
-36.73,2171.68,-97.64,7.31,-0.71,33.30,56.00,-9.83,23.17
-46.73,1418.68,-115.64,7.20,-1.47,31.08,56.83,-10.17,19.50
-40.73,961.68,-186.64,4.80,-0.82,32.44,55.50,-10.00,16.17
-37.73,622.68,-241.64,5.02,-0.82,31.57,56.17,-10.17,14.00
-29.73,375.68,-190.64,4.80,-0.38,31.08,55.33,-10.00,12.50
-17.73,331.68,-127.64,4.69,-0.60,30.46,55.33,-9.83,11.33
-5.73,422.68,-32.64,3.16,-0.93,31.94,55.50,-10.67,10.83
0.27,116.68,-24.64,3.93,-0.49,30.58,55.17,-10.17,10.17
-7.73,142.68,-19.64,3.93,-0.38,30.83,55.00,-10.17,9.83
-3.73,277.68,22.36,3.60,-0.60,30.46,55.33,-10.67,9.17
5.27,398.68,68.36,3.38,-0.16,30.70,54.50,-10.50,8.00
0.27,444.68,70.36,2.40,-1.58,31.20,54.83,-10.17,7.00
-1.73,438.68,45.36,2.29,-1.36,30.33,54.17,-10.17,5.50
15.27,401.68,90.36,1.42,-0.16,31.45,54.17,-10.00,5.17
2.27,360.68,34.36,1.75,-0.16,31.57,53.83,-9.83,4.33
4.27,322.68,102.36,1.31,-1.14,31.32,54.33,-9.67,3.83
4.27,273.68,100.36,0.87,-0.49,31.20,53.67,-9.17,2.17
3.27,307.68,101.36,0.11,-0.71,31.32,53.33,-10.00,1.83
-3.73,76.68,58.36,-0.76,-1.14,32.93,53.50,-9.33,1.33
5.27,-5.32,16.36,0.00,-0.82,30.83,53.00,-9.67,1.50
1.27,-8.32,16.36,0.11,-0.71,30.95,53.33,-9.50,1.17
1.27,-8.32,14.36,0.00,-0.93,31.20,53.50,-9.67,1.17
4.27,-7.32,-312.64,0.87,-2.23,31.57,53.33,-9.50,1.33
3.27,-6.32,-192.64,0.22,0.16,31.20,53.83,-9.83,1.50
2.27,-8.32,-150.64,0.44,0.05,31.20,53.50,-10.17,1.17
0.27,-10.32,13.36,0.22,-0.71,31.82,53.33,-10.00,1.50
1.27,-9.32,17.36,0.22,-0.93,31.08,53.50,-9.67,1.83
-0.73,-10.32,46.36,-0.22,-0.82,31.32,53.33,-10.00,1.33
0.27,-9.32,22.36,-0.11,-0.93,31.08,53.67,-10.00,1.33
-2.73,-12.32,13.36,0.33,-0.71,31.32,53.50,-9.83,1.50
0.27,-9.32,15.36,0.11,-0.71,31.57,53.67,-10.00,1.50
0.27,-10.32,17.36,0.11,-0.38,31.57,53.17,-9.83,1.67
0.27,-9.32,16.36,0.00,-0.38,31.32,53.67,-10.17,1.50
-0.73,-8.32,12.36,0.00,-0.93,31.57,53.17,-10.00,1.33
-0.73,-9.32,16.36,0.11,-0.82,31.32,53.67,-10.33,1.50
0.27,-8.32,17.36,0.00,-0.82,30.83,53.50,-9.83,1.17
-0.73,-9.32,15.36,-0.11,-0.82,31.45,53.67,-9.50,1.83
-0.73,-8.32,16.36,0.00,-0.71,31.70,53.17,-10.17,1.50
0.27,-8.32,15.36,0.33,-0.49,31.45,53.67,-10.00,1.67
0.27,-12.32,15.36,-0.11,-0.82,31.32,54.00,-9.83,1.17
1.27,-10.32,15.36,0.00,-0.82,31.20,53.50,-10.00,1.50
-1.73,-8.32,14.36,0.00,-0.93,31.45,53.17,-10.00,1.17
1.27,-8.32,15.36,0.00,-0.60,31.82,53.33,-10.00,1.33
2.27,-9.32,16.36,0.22,-0.71,30.95,53.33,-10.17,1.83
-1.73,-10.32,16.36,0.11,-0.82,30.83,53.33,-9.67,1.33
-1.73,-10.32,105.36,0.33,0.82,31.08,53.33,-9.67,1.50
-6.73,-13.32,689.36,0.87,2.01,30.58,53.67,-10.17,1.50
-15.73,-17.32,975.36,-0.22,1.03,31.08,53.00,-9.17,1.83
-11.73,-19.32,828.36,-2.51,-1.03,31.32,52.83,-8.17,1.83
-6.73,-16.32,692.36,-0.55,-0.82,31.20,53.33,-7.50,1.83
-10.73,-17.32,788.36,0.55,-2.01,30.83,52.67,-7.83,2.17
-18.73,-20.32,1235.36,0.00,-0.38,31.45,52.17,-6.83,1.83
-19.73,-23.32,1512.36,1.42,-0.60,31.20,52.67,-5.83,2.17
-17.73,-21.32,1287.36,1.09,-1.03,31.45,52.50,-5.17,2.33
-10.73,-17.32,883.36,-0.44,0.27,31.45,52.83,-4.83,2.67
-9.73,-17.32,781.36,-0.44,0.71,31.57,52.50,-3.83,2.17
-8.73,-16.32,677.36,-1.09,-0.82,30.46,52.33,-3.67,2.83
-8.73,-15.32,635.36,-0.98,-0.93,30.83,52.33,-3.00,2.50
-7.73,-14.32,632.36,-0.44,-0.82,30.58,52.83,-3.00,3.33
-9.73,-14.32,680.36,0.22,-0.16,31.20,52.50,-2.50,2.83
-8.73,-13.32,640.36,-0.11,-0.71,30.58,52.00,-2.00,3.33
-10.73,-17.32,810.36,-0.33,-0.27,31.57,52.00,-1.33,3.50
-18.73,-22.32,1467.36,-0.98,-0.93,31.32,52.17,-1.17,3.83
-18.73,-21.32,1486.36,-0.33,0.05,30.83,51.50,0.33,3.67
-15.73,-20.32,1322.36,0.55,-0.93,30.46,52.33,0.83,4.83
-11.73,-22.32,1177.36,0.00,0.05,31.57,52.17,1.50,5.17
-21.73,-21.32,1686.36,-0.55,-0.82,30.95,52.17,2.67,5.33
-18.73,-23.32,1465.36,0.65,-1.91,31.57,52.00,3.17,5.83
-13.73,-16.32,914.36,0.33,-1.03,31.45,52.33,3.83,7.00
-9.73,-16.32,901.36,0.11,-0.05,30.70,51.67,4.33,6.67
-14.73,-17.32,1171.36,-0.11,-0.27,31.08,52.17,4.83,7.67
-15.73,-18.32,1084.36,-0.65,-1.03,31.08,51.50,5.17,8.33
-14.73,-18.32,1049.36,-0.98,-1.47,30.95,51.67,5.17,9.00
-11.73,-14.32,801.36,0.11,-0.16,31.45,52.00,5.67,9.17
-8.73,-15.32,477.36,-1.09,-1.03,31.32,52.00,6.33,9.67
-7.73,-11.32,527.36,-0.76,-0.16,31.20,51.67,6.50,9.50
-9.73,-11.32,594.36,0.33,0.38,31.45,51.83,7.00,10.00
-10.73,-14.32,678.36,-0.44,-0.49,31.08,51.50,7.00,10.67
-10.73,-13.32,710.36,-0.87,-0.38,30.95,51.83,7.00,10.67
-11.73,-14.32,937.36,-1.20,-0.05,30.83,52.00,7.33,11.33
-14.73,-17.32,1050.36,-0.33,-0.82,31.32,52.00,8.33,11.83
-25.73,-23.32,1157.36,0.33,0.27,31.20,52.17,8.17,12.67
-22.73,-24.32,1046.36,0.22,-0.49,30.70,52.00,8.83,13.50
-20.73,-22.32,1082.36,-0.44,-0.38,30.83,52.00,9.33,14.17
-24.73,-22.32,1463.36,-0.87,-0.27,30.95,51.83,10.00,15.50
-19.73,-20.32,1495.36,-0.76,-1.03,30.95,52.17,10.17,16.00
-7.73,-17.32,903.36,-0.55,-0.60,31.08,52.17,10.67,16.50
2.27,-8.32,572.36,-0.33,-1.69,30.83,52.33,10.67,17.83
0.27,-9.32,383.36,-0.33,-0.71,30.70,52.17,10.83,17.50
-11.73,-12.32,752.36,-0.55,-1.03,31.20,52.33,11.33,18.17
-11.73,-17.32,756.36,-0.44,-0.60,30.70,51.67,11.33,18.50
-10.73,-14.32,834.36,-0.44,0.71,31.08,52.33,11.50,20.00
1.27,-10.32,550.36,-0.55,0.38,31.08,52.67,11.17,19.50
-6.73,-14.32,576.36,-0.76,0.38,30.33,51.67,11.67,20.33
-11.73,-13.32,594.36,-0.33,-0.27,31.08,52.33,11.33,20.50
-8.73,-12.32,450.36,-0.11,-0.38,31.32,52.17,11.83,20.83
-8.73,-12.32,365.36,0.00,-0.93,30.95,52.33,11.67,21.83
-5.73,-9.32,288.36,-0.33,-0.16,31.08,51.67,11.67,21.33
2.27,-10.32,291.36,-0.65,-0.27,31.08,52.50,11.67,22.00
-3.73,-14.32,776.36,-0.65,-0.82,30.70,52.50,12.00,21.67
8.27,-13.32,348.36,0.44,0.49,31.70,53.00,12.50,22.83
-1.73,-8.32,47.36,-0.33,-1.03,31.20,52.33,12.00,22.83
-0.73,-7.32,12.36,-0.22,-0.05,31.32,52.00,12.17,22.83
0.27,-7.32,15.36,-0.33,-0.16,31.70,52.83,12.17,22.50
0.27,-8.32,13.36,-0.44,-0.27,31.45,53.00,12.00,22.83
-0.73,-8.32,15.36,-0.65,-0.49,30.95,52.50,12.00,22.67
-0.73,-7.32,13.36,-0.22,0.05,31.08,52.00,12.33,22.33
-0.73,-10.32,12.36,-0.11,0.16,31.08,51.83,12.00,22.67
0.27,-9.32,-2.64,-0.44,-0.27,31.08,52.50,11.83,23.17
0.27,-7.32,-80.64,0.22,0.27,31.82,52.17,12.33,22.33
2.27,-8.32,-140.64,-0.22,0.05,31.57,52.67,11.50,22.67
1.27,-7.32,-75.64,-0.76,-0.49,30.70,52.33,11.83,22.33
1.27,-7.32,-92.64,0.00,-0.49,31.94,52.17,12.00,22.50
-0.73,-7.32,-104.64,-0.44,-0.38,31.08,52.67,12.00,22.17
-1.73,-9.32,-63.64,-0.33,0.27,31.08,52.83,11.83,22.33
-1.73,-9.32,7.36,-0.65,-0.27,31.32,52.33,11.83,22.17
-0.73,-7.32,10.36,0.00,-0.05,31.45,52.83,11.67,22.50
-0.73,-7.32,-64.64,-0.44,-0.05,30.83,52.83,12.17,21.83
0.27,-7.32,-48.64,0.00,0.05,30.95,52.00,11.67,22.33
2.27,-8.32,-79.64,-0.44,-0.38,30.95,52.50,12.17,22.00
1.27,-7.32,-65.64,-0.65,-0.49,30.70,52.50,12.00,21.67
0.27,-8.32,-67.64,-0.11,-0.60,30.83,52.50,12.00,21.67
1.27,-7.32,-138.64,-0.22,-0.16,31.57,52.50,12.00,22.33
3.27,-8.32,-144.64,-0.33,-0.82,31.20,52.33,11.83,21.50
3.27,-5.32,-262.64,-0.22,-0.38,31.70,52.17,11.83,21.67
3.27,-6.32,-361.64,-0.76,-0.60,30.95,52.17,11.67,20.83
4.27,-5.32,-525.64,-0.11,-0.71,30.95,52.33,11.83,20.83
6.27,-1.32,-636.64,0.00,-0.49,31.20,52.17,11.33,20.33
8.27,-2.32,-698.64,-0.22,0.05,31.45,52.33,11.00,20.17
10.27,-3.32,-639.64,-0.76,0.05,31.08,52.17,11.67,19.00
8.27,-3.32,-629.64,1.20,-0.71,31.20,52.17,10.83,18.67
13.27,-1.32,-781.64,0.87,0.27,30.95,51.50,10.83,18.17
11.27,0.68,-1116.64,0.87,-0.05,31.82,52.17,10.33,17.67
7.27,4.68,-1239.64,-1.31,-1.69,31.20,51.33,10.00,16.50
8.27,-1.32,-992.64,-2.51,-1.25,31.57,51.33,9.50,15.83
8.27,-2.32,-789.64,-1.75,-0.27,31.70,51.67,9.17,15.00
9.27,-1.32,-721.64,-0.87,-0.49,31.08,51.50,9.33,14.83
6.27,-3.32,-730.64,0.33,-0.38,31.57,51.00,9.17,14.17
2.27,-3.32,-781.64,-0.22,-0.05,31.57,51.50,8.33,13.67
7.27,-3.32,-670.64,-0.33,-0.05,31.45,51.83,8.33,13.83
6.27,-6.32,-543.64,-0.33,0.27,31.70,51.00,8.17,13.00
5.27,-5.32,-550.64,0.55,-1.58,30.95,51.17,8.00,12.50
7.27,-4.32,-643.64,0.87,-1.14,31.57,51.00,7.67,12.50
8.27,0.68,-846.64,1.96,0.82,31.20,51.17,7.67,11.50
13.27,-1.32,-1164.64,0.98,-0.27,31.08,51.00,6.67,10.83
18.27,0.68,-1437.64,-0.44,-3.65,31.32,51.00,5.83,10.17
22.27,4.68,-1647.64,-1.85,-1.47,31.82,51.00,5.33,9.50
26.27,7.68,-2094.64,-0.98,-0.71,31.08,50.67,3.83,8.17
27.27,7.68,-1941.64,0.00,0.05,31.20,50.50,3.17,8.00
15.27,-0.32,-1211.64,-0.44,0.49,30.58,50.50,1.83,7.67
8.27,-7.32,-690.64,-0.55,0.16,31.45,50.83,1.50,6.83
5.27,-6.32,-425.64,0.00,0.05,31.45,50.67,1.83,6.50
2.27,-6.32,-255.64,0.87,-1.25,30.95,50.67,1.67,6.33
4.27,-6.32,-403.64,0.55,-1.47,31.57,50.67,1.00,6.33
6.27,-6.32,-592.64,0.33,-1.03,31.08,50.67,0.67,5.83
8.27,-1.32,-835.64,-0.65,-0.05,30.83,50.83,0.17,5.83
8.27,-2.32,-737.64,0.33,-0.82,30.46,50.50,-0.33,5.33
7.27,-6.32,-652.64,-0.44,-0.93,31.45,51.00,-0.50,5.67
10.27,-2.32,-693.64,0.00,-1.47,31.32,50.17,-0.83,5.17
14.27,1.68,-1112.64,0.33,-1.69,31.08,50.50,-2.17,4.50
17.27,3.68,-1427.64,0.00,-0.38,31.57,50.33,-2.83,4.67
16.27,1.68,-1333.64,0.98,-0.16,31.20,50.67,-3.00,4.00
18.27,2.68,-1360.64,-1.53,-0.27,30.70,50.50,-4.00,4.17
15.27,1.68,-1105.64,-1.09,0.05,31.45,50.83,-4.50,4.17
12.27,-1.32,-888.64,-0.98,-0.16,30.83,50.67,-5.50,4.33
11.27,-2.32,-754.64,-0.44,-0.60,31.70,50.67,-6.50,3.67
11.27,-2.32,-761.64,0.00,-1.14,30.70,50.83,-6.33,3.67
8.27,-0.32,-804.64,-0.65,-1.25,31.32,51.17,-6.83,3.67
8.27,-1.32,-689.64,0.55,0.82,31.70,51.00,-7.33,3.67
4.27,-4.32,-500.64,0.65,0.05,30.83,50.33,-7.67,3.17
7.27,-6.32,-473.64,1.20,-1.80,31.45,50.83,-8.17,3.00
7.27,-6.32,-507.64,0.22,0.27,31.20,50.67,-8.33,3.50
8.27,-4.32,-684.64,0.98,-1.14,30.70,51.50,-8.33,4.17
15.27,1.68,-1297.64,0.44,-2.67,31.45,50.67,-10.33,3.67
18.27,0.68,-1351.64,-0.55,-2.12,30.70,50.17,-11.17,3.67
11.27,-3.32,-749.64,-1.42,-0.27,30.70,50.33,-10.83,4.00
1.27,-7.32,-29.64,-0.55,0.49,30.58,50.67,-11.00,3.67
-0.73,-9.32,17.36,0.00,-0.71,30.83,50.50,-10.83,3.83
17.27,-0.32,-1132.64,2.84,-6.48,31.45,50.50,-11.00,3.83
24.27,7.68,-1690.64,-0.44,-0.49,30.95,50.33,-13.00,3.67
10.27,-3.32,-770.64,-2.73,4.19,31.32,51.17,-13.17,4.00
-0.73,-10.32,25.36,0.00,-0.27,30.70,51.17,-12.50,3.83
-5.73,-14.32,398.36,-2.62,3.54,31.20,51.00,-13.17,3.83
-11.73,-17.32,908.36,0.55,-1.91,31.20,50.00,-12.33,4.00
-1.73,-11.32,139.36,1.42,-2.56,31.08,50.67,-12.00,4.17
0.27,-9.32,15.36,0.00,-0.71,31.32,51.33,-12.17,3.83
0.27,-10.32,16.36,-0.11,-1.14,31.20,50.83,-12.83,3.67
-6.73,-14.32,517.36,0.44,-0.38,30.58,50.83,-12.00,4.17
-12.73,-22.32,1324.36,1.09,-2.12,30.83,50.83,-11.33,3.17
-21.73,-22.32,1547.36,0.22,-0.05,30.95,50.50,-10.00,3.17
-22.73,-24.32,1653.36,-0.55,0.27,30.70,51.33,-8.17,3.17
-21.73,-21.32,1541.36,-0.33,-0.82,31.08,51.00,-7.33,3.83
-18.73,-20.32,1300.36,-0.33,-1.14,31.32,50.67,-6.33,3.67
-13.73,-16.32,1025.36,-0.44,-1.47,31.20,51.17,-6.00,3.83
-5.73,-12.32,446.36,-0.76,-1.69,30.83,51.50,-5.33,3.50
0.27,-10.32,100.36,0.11,-0.49,31.20,51.00,-5.33,3.33
-0.73,-10.32,15.36,0.11,-0.38,31.70,51.17,-5.17,3.67
-0.73,-8.32,13.36,-0.11,-0.82,31.20,51.17,-5.50,3.83
1.27,-9.32,16.36,0.00,-0.49,31.70,50.83,-5.50,3.67
0.27,-9.32,16.36,0.11,-0.38,31.57,50.67,-5.67,3.83
-1.73,-9.32,15.36,0.11,-0.60,31.57,51.17,-5.33,3.67
-0.73,-10.32,13.36,-0.33,-1.03,31.45,51.33,-5.00,3.67
1.27,-10.32,15.36,-0.11,-0.71,30.95,51.33,-5.83,3.83
0.27,-9.32,15.36,-0.11,-0.82,30.95,51.17,-5.17,3.67
-0.73,-8.32,17.36,0.33,-0.27,31.57,50.67,-5.50,3.83
1.27,-10.32,14.36,0.22,-0.71,30.95,50.83,-5.33,3.67
0.27,-11.32,15.36,-0.22,-0.82,31.08,51.00,-5.00,3.67
-0.73,-10.32,14.36,0.22,-0.16,31.57,51.33,-5.50,3.67
-0.73,-10.32,15.36,0.00,-0.71,31.20,50.83,-5.67,3.67
